a2,a3,a8,a11,a14,a15,a16,a1_b,a1_a,a4_l,a4_u,a4_y,a5_g,a5_p,a5_gg,a6_cc,a6_c,a6_ff,a6_m,a6_d,a6_q,a6_i,a6_w,a6_r,a6_aa,a6_j,a6_x,a6_k,a6_e,a7_dd,a7_ff,a7_n,a7_v,a7_z,a7_j,a7_o,a7_h,a7_bb,a9_t,a9_f,a10_t,a10_f,a12_t,a12_f,a13_s,a13_g,a13_p
0.2876872964169381,0.02964285714285714,0.07596491228070175,0.0,0.064,0.0,+,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0
0.3898371335504886,0.06553571428571428,0.15210526315789474,0.0,0.13,0.002,+,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
0.498371335504886,0.21428571428571427,0.03508771929824561,0.0,0.0,0.0,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.6264495114006514,0.21571428571428572,0.0014035087719298247,0.0,0.0,0.0269,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
0.5971335504885993,0.375,0.17543859649122806,0.1044776119402985,0.0,0.0,+,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.477785016286645,0.15767857142857142,0.008771929824561403,0.14925373134328357,0.16,0.0,+,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.36807817589576547,0.03125,0.03368421052631579,0.04477611940298507,0.198,0.0,+,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.30293159609120524,0.20982142857142858,0.11122807017543859,0.14925373134328357,0.06,0.00245,+,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0.28442996742671006,0.008928571428571428,0.023333333333333334,0.0,0.0,0.0,+,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
0.24977198697068406,0.3066071428571429,0.02631578947368421,0.1044776119402985,0.048,0.0,+,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0.3257328990228013,0.4017857142857143,0.08771929824561403,0.2537313432835821,0.1,0.01208,+,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0.30293159609120524,0.03571428571428571,0.029298245614035087,0.0,0.15,0.0,+,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
0.6221498371335505,0.2857142857142857,0.27631578947368424,0.08955223880597014,0.0,0.0126,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.3572638436482085,0.5178571428571429,0.10824561403508771,0.014925373134328358,0.06,0.00011,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0.5364169381107492,0.23214285714285715,0.017543859649122806,0.04477611940298507,0.0725,0.0,+,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.2062540716612378,0.02089285714285714,0.05263157894736842,0.029850746268656716,0.05,0.0,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0.6123778501628665,0.4642857142857143,0.1812280701754386,0.13432835820895522,0.0,0.0,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0
0.7371986970684039,0.6607142857142857,0.5263157894736842,0.2537313432835821,0.0,0.0,+,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0
0.74814332247557,0.30357142857142855,0.24561403508771928,0.04477611940298507,0.0,0.0,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0.5482736156351792,0.037142857142857144,0.17543859649122806,0.08955223880597014,0.25,0.1,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.3811074918566775,0.5282142857142856,0.17684210526315788,0.07462686567164178,0.084,0.0,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.5472312703583062,0.3496428571428571,0.2792982456140351,0.11940298507462686,0.0,0.0,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0.6449511400651465,0.27089285714285716,0.26614035087719295,0.22388059701492538,0.0,0.05,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0
0.4788273615635179,0.18303571428571427,0.17543859649122806,0.0,0.0,0.04,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.2942019543973941,0.38392857142857145,0.01456140350877193,0.07462686567164178,0.0,0.0056,+,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.3626058631921824,0.05357142857142857,0.07017543859649122,0.16417910447761194,0.217,0.00035,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.3550488599348534,0.056607142857142856,0.0643859649122807,0.1791044776119403,0.2915,0.00713,+,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
0.2996742671009772,0.41964285714285715,0.017543859649122806,0.029850746268656716,0.15,0.00551,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
0.36156351791530944,0.02089285714285714,0.008771929824561403,0.029850746268656716,0.13,0.005,+,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0.7111400651465798,0.33625,0.5057894736842105,0.16417910447761194,0.015,0.003,+,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.44521172638436485,0.3275,0.15789473684210525,0.1791044776119403,0.0,0.00221,+,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.37680781758957654,0.5357142857142857,0.18719298245614036,0.16417910447761194,0.0,0.02283,+,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0.3865798045602606,0.05053571428571429,0.02631578947368421,0.014925373134328358,0.12,0.001,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0.515700325732899,0.4969642857142857,0.3026315789473684,0.08955223880597014,0.035,0.0,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.735114006514658,1.0,1.0,0.5970149253731343,0.0,0.00015,+,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0.7078827361563518,0.24107142857142858,0.09210526315789473,0.16417910447761194,0.0,0.00284,+,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
0.5342019543973942,0.07285714285714286,0.0043859649122807015,0.34328358208955223,0.2275,0.01236,+,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
0.4158957654723127,0.15928571428571428,0.21192982456140352,0.04477611940298507,0.1555,0.003,+,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0.5407166123778502,0.055,0.12280701754385964,0.0,0.108,0.0,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
0.3116612377850163,0.02375,0.005789473684210527,0.0,0.05,0.0,+,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
0.3355048859934853,0.017857142857142856,0.03070175438596491,0.0,0.2455,0.0,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
0.33876221498371334,0.03571428571428571,0.06140350877192982,0.0,0.14,0.0,+,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.48755700325732904,0.07285714285714286,0.0014035087719298247,0.0,0.2,0.058,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.4549837133550489,0.08928571428571429,0.0,0.0,0.1195,0.002,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.44625407166123776,0.10714285714285714,0.2601754385964912,0.0,0.0,0.0,+,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
0.30397394136807815,0.41517857142857145,0.029298245614035087,0.0,0.08,0.003,+,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.30188925081433227,0.0,0.0029824561403508773,0.0,0.0,0.0,+,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0.5775895765472312,0.017857142857142856,0.17543859649122806,0.0,0.16,0.0,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
0.4582410423452769,0.16071428571428573,0.20175438596491227,0.0,0.3555,0.0,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
0.5635179153094463,0.10714285714285714,0.21052631578947367,0.16417910447761194,0.04,0.0,+,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0.739413680781759,0.4375,0.043859649122807015,0.05970149253731343,0.1,0.0,+,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.4126384364820847,0.5773214285714285,0.10526315789473684,0.13432835820895522,0.125,0.0073,+,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0.3051465798045603,0.028214285714285716,0.05263157894736842,0.029850746268656716,0.04,0.004,+,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.2660586319218241,0.02982142857142857,0.055614035087719296,0.014925373134328358,0.0,0.0,+,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0.34749185667752447,0.15178571428571427,0.15052631578947367,0.014925373134328358,0.06,0.0,+,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.44521172638436485,0.055,0.05403508771929825,0.014925373134328358,0.26,0.5,+,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.46905537459283386,0.03571428571428571,0.07017543859649122,0.16417910447761194,0.0,0.00456,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0.3322475570032573,0.013392857142857142,0.008771929824561403,0.04477611940298507,0.13,0.15108,+,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0.25302931596091205,0.23214285714285715,0.051228070175438595,0.1044776119402985,0.04,0.02954,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0.4582410423452769,0.8973214285714286,0.05701754385964912,0.014925373134328358,0.2575,0.005,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
0.4212377850162866,0.26785714285714285,0.055614035087719296,0.0,0.21,0.0,-,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0
0.502671009771987,0.17857142857142858,0.47368421052631576,0.0,0.49,0.0,-,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.5765472312703583,0.017857142857142856,0.37719298245614036,0.0,0.2,0.0,-,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
0.5841042345276872,0.25,0.05701754385964912,0.0,0.08,2e-05,-,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
0.2693159609120521,0.18892857142857142,0.013157894736842105,0.014925373134328358,0.08,0.0,-,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0.4440390879478827,0.23214285714285715,0.0043859649122807015,0.0,0.2215,0.0,-,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.24977198697068406,0.02089285714285714,0.020526315789473684,0.0,0.08,0.0,-,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.2823452768729642,0.041607142857142856,0.08771929824561403,0.014925373134328358,0.09,0.0002,-,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0.28013029315960913,0.3482142857142857,0.008771929824561403,0.0,0.07,0.0,-,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0.6459934853420195,0.6785714285714286,0.0,0.014925373134328358,0.047,0.0,-,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0.3605211726384365,0.05357142857142857,0.07017543859649122,0.0,0.184,0.0,-,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
0.518957654723127,0.017857142857142856,0.008771929824561403,0.0,0.144,0.0,-,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
0.3550488599348534,0.022321428571428572,0.015964912280701755,0.0,0.1,0.0,-,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.484299674267101,0.14285714285714285,0.17543859649122806,0.0,0.14,0.0,-,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0
0.3344625407166124,0.07892857142857143,0.14035087719298245,0.0,0.094,0.0,-,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0.44299674267100975,0.16071428571428573,0.03508771929824561,0.0,0.12,0.0,-,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.6384364820846905,0.05357142857142857,0.0,0.0,0.05,0.00027,-,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
0.8143322475570033,0.45535714285714285,0.17543859649122806,0.0,0.056,0.0,-,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
0.4093811074918567,0.5535714285714286,0.017543859649122806,0.0,0.06,0.0,-,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0.6818241042345277,0.049107142857142856,0.3319298245614035,0.0,0.1,0.001,-,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
0.3745928338762215,0.05357142857142857,0.05263157894736842,0.0,0.0,0.00225,-,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.37237785016286645,0.12642857142857142,0.017543859649122806,0.0,0.0855,0.0,-,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
0.2996742671009772,0.022321428571428572,0.0043859649122807015,0.0,0.09,1e-05,-,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0.2931596091205212,0.39285714285714285,0.10526315789473684,0.0,0.134,0.0,-,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.3713355048859935,0.03571428571428571,0.03508771929824561,0.029850746268656716,0.0835,0.005,-,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.48859934853420195,0.0625,0.008771929824561403,0.0,0.082,0.004,-,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
0.4592833876221498,0.5892857142857143,0.14035087719298245,0.0,0.04,0.0,-,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0.24325732899022803,0.17857142857142858,0.013157894736842105,0.029850746268656716,0.0,0.00038,-,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0.3257328990228013,0.42857142857142855,0.07894736842105263,0.029850746268656716,0.06,5e-05,-,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.3626058631921824,0.14285714285714285,0.20175438596491227,0.029850746268656716,0.0375,0.0,-,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
0.7143973941368078,0.5535714285714286,0.0,0.29850746268656714,0.076,0.0013,-,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
0.3745928338762215,0.041607142857142856,0.017543859649122806,0.0,0.14,0.0,-,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
0.3257328990228013,0.39285714285714285,0.15789473684210525,0.0,0.06,0.0,-,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0.5331596091205212,0.08035714285714286,0.3508771929824561,0.0,0.088,0.0,-,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
0.25732899022801303,0.026785714285714284,0.027894736842105264,0.07462686567164178,0.07,5e-05,-,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.38006514657980456,0.125,0.12280701754385964,0.04477611940298507,0.1645,0.0,-,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
0.31921824104234525,0.037142857142857144,0.017543859649122806,0.04477611940298507,0.09,0.00147,-,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0.3202605863192182,0.44642857142857145,0.03070175438596491,0.0,0.13,0.0,-,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
0.43973941368078173,0.026785714285714284,0.03508771929824561,0.04477611940298507,0.106,0.0,-,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0
